TRAIN_TT,TRAIN_CO,SM_TT,SM_CO,CAR_TT,CAR_CO,CHOICE
85,54,41,68,110,60,2
106,60,34,74,88,60,2
132,78,54,84,90,60,2
102,58,57,68,117,48,2
132,58,61,71,72,48,2
112,58,61,71,117,78,2
112,65,61,74,72,78,2
102,65,61,74,117,60,2
102,78,57,88,90,48,3
102,65,54,76,90,78,3
112,78,61,99,90,78,3
106,60,41,71,90,52,3
106,60,37,84,117,84,2
106,54,34,78,117,65,2
85,54,34,78,72,84,2
92,60,34,74,117,52,2
92,54,37,65,72,65,2
92,72,34,78,72,52,3
106,72,37,84,72,84,3
92,60,37,84,90,65,3
258,113,102,122,170,130,2
195,85,108,99,221,104,2
258,85,116,105,136,104,3
216,85,116,105,221,169,2
216,94,116,109,136,169,3
195,94,116,109,221,130,2
195,113,108,127,170,104,2
195,94,102,112,170,169,2
216,113,116,150,170,169,2
92,72,37,84,117,60,3
85,72,34,78,117,78,2
106,72,41,94,117,48,3
85,60,37,84,72,48,3
106,54,37,65,90,78,2
92,54,34,78,90,48,1
85,72,41,94,72,60,3
85,54,41,68,90,60,2
106,60,34,74,72,60,2
251,116,97,127,200,115,2
191,87,103,105,260,92,2
251,87,111,109,160,92,2
211,87,111,109,260,149,2
211,97,111,109,160,149,2
191,97,111,109,260,115,2
191,116,103,133,200,92,2
191,97,97,118,200,149,2
211,116,111,155,200,149,2
92,72,37,84,117,65,2
85,72,34,78,117,84,2
106,72,41,94,117,52,2
85,60,37,84,72,52,2
106,54,37,65,90,84,2
92,54,34,78,90,52,2
85,72,41,94,72,65,3
85,54,41,68,90,65,2
106,60,34,74,72,65,2
106,60,41,71,80,48,2
106,60,37,84,104,78,2
106,54,34,78,104,60,2
85,54,34,78,64,78,2
92,60,34,74,104,48,2
92,54,37,65,64,60,2
92,72,34,78,64,48,2
106,72,37,84,64,78,2
92,60,37,84,80,60,2
248,85,195,88,143,65,2
224,85,192,84,143,84,2
296,85,199,94,143,52,3
224,71,195,84,88,52,3
296,64,195,71,110,84,2
248,64,192,78,110,52,3
224,85,199,94,88,65,3
224,64,199,74,110,65,3
296,71,192,78,88,65,3
240,110,93,118,180,140,2
185,83,99,94,234,112,2
240,83,107,105,144,112,3
203,83,107,105,234,182,2
203,92,107,105,144,182,3
185,92,107,105,234,140,2
185,110,99,127,180,112,2
185,92,93,109,180,182,2
203,110,107,146,180,182,2
150,78,73,78,110,70,2
121,58,76,65,143,56,2
150,58,80,68,88,56,2
131,58,80,68,143,91,2
131,65,80,71,88,91,2
121,65,80,71,143,70,2
121,78,76,81,110,56,2
121,65,73,74,110,91,2
131,78,80,90,110,91,2
156,85,74,88,130,75,2
120,64,77,74,169,60,2
156,64,81,76,104,60,3
132,64,81,76,169,97,2
132,71,81,78,104,97,2
120,71,81,78,169,75,2
120,85,77,92,130,60,2
120,71,74,84,130,97,2
132,85,81,105,130,97,1
197,101,142,105,208,160,2
179,101,139,105,208,208,2
234,101,146,112,208,128,2
179,84,142,99,128,128,3
234,76,142,84,160,208,2
197,76,139,92,160,128,2
179,101,146,112,128,160,3
179,76,146,84,160,160,2
234,84,139,92,128,160,2
146,82,44,84,110,80,2
114,61,49,71,143,64,2
146,61,55,74,88,64,2
125,61,55,74,143,104,2
125,68,55,76,88,104,2
114,68,55,76,143,80,2
114,82,49,90,110,64,2
114,68,44,78,110,104,2
125,82,55,105,110,104,2
297,90,180,97,180,104,3
297,90,174,112,234,169,2
297,81,169,105,234,130,2
227,81,169,105,144,169,3
250,90,169,105,234,104,2
250,81,174,90,144,130,3
250,108,169,112,144,104,3
297,108,174,118,144,169,3
250,90,174,112,180,130,2
283,146,95,174,351,190,2
257,146,84,165,351,247,2
336,146,109,207,351,152,2
257,122,95,178,216,152,2
336,110,95,133,270,247,2
283,110,84,165,270,152,2
257,146,109,207,216,190,2
257,110,109,137,270,190,2
336,122,84,150,216,190,2
273,90,197,97,170,84,3
273,90,193,112,221,136,2
273,81,190,105,221,105,3
215,81,190,105,136,136,3
234,90,190,105,221,84,3
234,81,193,90,136,105,3
234,108,190,112,136,84,3
273,108,193,118,136,136,3
234,90,193,112,170,105,2
290,131,184,146,325,145,2
266,131,178,140,325,188,2
338,131,192,165,325,116,2
266,109,184,146,200,116,1
338,98,184,112,250,188,1
290,98,178,133,250,116,1
266,131,192,165,200,145,3
266,98,192,118,250,145,2
338,109,178,127,200,145,1
214,131,85,146,299,150,2
194,131,77,140,299,195,2
255,131,95,174,299,120,2
194,109,85,150,184,120,2
255,98,85,112,230,195,2
214,98,77,137,230,120,2
194,131,95,174,184,150,3
194,98,95,118,230,150,2
255,109,77,127,184,150,2
117,82,62,88,130,65,2
105,82,59,84,130,84,2
140,82,66,99,130,52,2
105,68,62,88,80,52,3
140,61,62,71,100,84,2
117,61,59,84,100,52,3
105,82,66,99,80,65,2
105,61,66,74,100,65,3
140,68,59,78,80,65,3
274,97,177,105,170,84,3
274,97,173,118,221,136,2
274,87,170,109,221,105,2
205,87,170,109,136,136,2
228,97,170,109,221,84,2
228,87,173,97,136,105,3
228,116,170,118,136,84,3
274,116,173,122,136,136,3
228,97,173,118,170,105,3
181,74,100,81,110,60,2
181,74,96,94,143,97,2
181,67,93,88,143,75,2
136,67,93,88,88,97,3
151,74,93,84,143,60,3
151,67,96,76,88,75,3
151,89,93,90,88,60,2
181,89,96,94,88,97,3
151,74,96,94,110,75,2
300,134,115,146,300,160,2
228,101,123,118,390,128,2
300,101,133,122,240,128,3
252,101,133,122,390,208,2
252,112,133,127,240,208,3
228,112,133,127,390,160,2
228,134,123,150,300,128,3
228,112,115,133,300,208,2
252,134,133,178,300,208,2
236,126,63,133,190,130,2
182,94,71,109,247,104,2
236,94,81,112,152,104,3
200,94,81,112,247,169,2
200,105,81,118,152,169,3
182,105,81,118,247,130,2
182,126,71,140,190,104,2
182,105,63,122,190,169,2
200,126,81,168,190,169,2
276,92,132,105,170,124,2
276,92,124,127,221,201,2
276,83,118,118,221,155,2
210,83,118,118,136,201,3
232,92,118,109,221,124,2
232,83,124,97,136,155,3
232,110,118,118,136,124,3
276,110,124,127,136,201,3
232,92,124,127,170,155,2
323,134,95,150,230,120,2
245,101,104,122,299,96,2
323,101,116,127,184,96,2
271,101,116,127,299,156,2
271,112,116,133,184,156,2
245,112,116,133,299,120,2
245,134,104,161,230,96,2
245,112,95,137,230,156,2
271,134,116,187,230,156,2
119,60,50,71,90,40,3
119,60,46,84,117,65,2
119,54,43,81,117,50,3
92,54,43,81,72,65,3
101,60,43,76,117,40,3
101,54,46,65,72,50,2
101,72,43,81,72,40,3
119,72,46,84,72,65,3
101,60,46,84,90,50,3
237,110,82,118,170,110,2
183,83,88,94,221,88,2
237,83,96,99,136,88,2
201,83,96,99,221,143,2
201,92,96,105,136,143,2
183,92,96,105,221,110,2
183,110,88,122,170,88,2
183,92,82,109,170,143,2
201,110,96,140,170,143,2
172,106,64,122,221,105,2
157,106,58,112,221,136,2
202,106,72,140,221,84,2
157,88,64,122,136,84,2
202,79,64,92,170,136,2
172,79,58,112,170,84,2
157,106,72,140,136,105,2
157,79,72,97,170,105,2
202,88,58,105,136,105,2
206,110,59,118,150,100,2
157,83,65,97,195,80,2
206,83,73,105,120,80,2
173,83,73,105,195,130,2
173,92,73,105,120,130,3
157,92,73,105,195,100,2
157,110,65,127,150,80,2
157,92,59,109,150,130,2
173,110,73,146,150,130,2
221,126,113,140,260,120,2
200,126,107,133,260,156,2
263,126,121,161,260,96,2
200,105,113,137,160,96,3
263,94,113,109,200,156,2
221,94,107,127,200,96,2
200,126,121,161,160,120,3
200,94,121,112,200,120,2
263,105,107,122,160,120,3
128,85,50,88,100,65,3
98,64,53,74,130,52,2
128,64,57,76,80,52,3
108,64,57,76,130,84,2
108,71,57,78,80,84,3
98,71,57,78,130,65,2
98,85,53,92,100,52,3
98,71,50,84,100,84,2
108,85,57,105,100,84,3
160,97,110,105,195,95,2
146,97,107,97,195,123,2
189,97,114,112,195,76,2
146,81,110,99,120,76,3
189,73,110,81,150,123,3
160,73,107,92,150,76,3
146,97,114,112,120,95,3
146,73,114,84,150,95,3
189,81,107,90,120,95,3
189,106,148,112,260,110,2
173,106,145,109,260,143,2
221,106,152,127,260,88,3
173,88,148,109,160,88,3
221,79,148,90,200,143,2
189,79,145,105,200,88,2
173,106,152,127,160,110,3
173,79,152,92,200,110,1
221,88,145,99,160,110,3
372,131,196,140,210,130,2
279,98,202,112,273,104,2
372,98,210,118,168,104,3
310,98,210,118,273,169,2
310,109,210,122,168,169,2
279,109,210,122,273,130,2
279,131,202,146,210,104,3
279,109,196,127,210,169,3
310,131,210,165,210,169,2
336,122,109,140,270,144,2
336,122,95,178,351,234,2
336,110,84,165,351,180,2
257,110,84,165,216,234,2
283,122,84,150,351,144,2
283,110,95,133,216,180,2
283,146,84,165,216,144,2
336,146,95,174,216,234,2
283,122,95,178,270,180,2
178,94,97,94,140,75,2
143,70,100,81,182,60,2
178,70,104,84,112,60,3
155,70,104,84,182,97,2
155,78,104,84,112,97,3
143,78,104,84,182,75,2
143,94,100,99,140,60,2
143,78,97,88,140,97,2
155,94,104,112,140,97,2
163,101,108,109,182,100,2
148,101,105,109,182,130,2
194,101,112,122,182,80,3
148,84,108,109,112,80,3
194,76,108,88,140,130,2
163,76,105,99,140,80,3
148,101,112,122,112,100,3
148,76,112,90,140,100,3
194,84,105,97,112,100,3
230,88,88,97,150,76,2
230,88,80,118,195,123,2
230,79,74,112,195,95,2
175,79,74,112,120,123,2
193,88,74,105,195,76,2
193,79,80,90,120,95,2
193,106,74,112,120,76,3
230,106,80,118,120,123,3
193,88,80,118,150,95,2
350,109,205,118,220,100,3
350,109,197,140,286,162,2
350,98,191,133,286,125,2
265,98,191,133,176,162,3
293,109,191,127,286,100,2
293,98,197,112,176,125,3
293,131,191,137,176,100,3
350,131,197,146,176,162,3
293,109,197,140,220,125,2
150,71,80,78,110,60,3
150,71,76,90,143,97,2
150,64,73,84,143,75,2
117,64,73,84,88,97,3
128,71,73,81,143,60,3
128,64,76,74,88,75,2
128,85,73,88,88,60,3
150,85,76,90,88,97,3
128,71,76,90,110,75,3
106,60,41,71,90,48,2
106,60,37,84,117,78,2
106,54,34,78,117,60,2
85,54,34,78,72,78,1
92,60,34,74,117,48,2
92,54,37,65,72,60,2
92,72,34,78,72,48,3
106,72,37,84,72,78,2
92,60,37,84,90,60,1
174,78,97,84,100,48,3
174,78,93,97,130,78,2
174,70,90,90,130,60,2
130,70,90,90,80,78,3
145,78,90,88,130,48,2
145,70,93,78,80,60,2
145,94,90,94,80,48,3
174,94,93,99,80,78,2
145,78,93,97,100,60,3
141,82,67,84,100,60,2
108,61,70,71,130,48,2
141,61,74,74,80,48,2
119,61,74,74,130,78,2
119,68,74,76,80,78,3
108,68,74,76,130,60,2
108,82,70,88,100,48,2
108,68,67,78,100,78,2
119,82,74,99,100,78,2
125,58,58,76,80,36,3
125,58,54,90,104,58,2
125,52,51,84,104,45,2
94,52,51,84,64,58,3
104,58,51,81,104,36,3
104,52,54,71,64,45,3
104,70,51,84,64,36,3
125,70,54,90,64,58,3
104,58,54,90,80,45,3
269,116,171,118,160,95,2
209,87,174,97,208,76,2
269,87,178,99,128,76,3
229,87,178,99,208,123,2
229,97,178,105,128,123,2
209,97,178,105,208,95,2
209,116,174,122,160,76,3
209,97,171,109,160,123,2
229,116,178,137,160,123,2
125,175,49,183,286,130,2
114,175,44,178,286,169,2
146,175,55,196,286,104,3
114,146,49,168,176,104,3
146,131,49,140,220,169,2
125,131,44,155,220,104,2
114,175,55,196,176,130,3
114,131,55,146,220,130,2
146,146,44,161,176,130,2
159,97,83,105,195,105,2
144,97,78,99,195,136,2
189,97,89,118,195,84,2
144,81,83,105,120,84,3
189,73,83,84,150,136,2
159,73,78,94,150,84,2
144,97,89,118,120,105,3
144,73,89,84,150,105,2
189,81,78,92,120,105,2
292,109,131,122,220,108,2
292,109,121,150,286,175,2
292,98,113,140,286,135,2
229,98,113,140,176,175,2
250,109,113,133,286,108,2
250,98,121,112,176,135,2
250,131,113,140,176,108,2
292,131,121,150,176,175,2
250,109,121,150,220,135,2
249,90,112,105,150,84,2
249,90,104,122,195,136,2
249,81,98,112,195,105,2
189,81,98,112,120,136,2
209,90,98,109,195,84,2
209,81,104,94,120,105,2
209,108,98,118,120,84,2
249,108,104,122,120,136,2
209,90,104,122,150,105,2
227,106,114,122,195,90,2
205,106,108,112,195,117,2
270,106,122,140,195,72,2
205,88,114,122,120,72,2
270,79,114,92,150,117,2
227,79,108,112,150,72,2
205,106,122,140,120,90,2
205,79,122,97,150,90,2
270,88,108,105,120,90,2
231,74,149,78,140,68,3
231,74,145,88,182,110,2
231,67,142,81,182,85,2
182,67,142,81,112,110,3
198,74,142,81,182,68,2
198,67,145,74,112,85,3
198,89,142,88,112,68,3
231,89,145,90,112,110,3
198,74,145,88,140,85,3
222,101,81,109,150,90,2
171,76,87,90,195,72,2
222,76,95,94,120,72,2
188,76,95,94,195,117,2
188,84,95,97,120,117,2
171,84,95,97,195,90,2
171,101,87,118,150,72,2
171,84,81,105,150,117,2
188,101,95,137,150,117,2
154,60,81,68,100,52,3
154,60,77,76,130,84,2
154,54,74,71,130,65,2
118,54,74,71,80,84,3
130,60,74,71,130,52,2
130,54,77,60,80,65,3
130,72,74,76,80,52,3
154,72,77,78,80,84,3
130,60,77,76,100,65,3
247,131,80,150,286,125,2
224,131,71,140,286,162,2
292,131,92,178,286,100,2
224,109,80,155,176,100,2
292,98,80,112,220,162,2
247,98,71,140,220,100,2
224,131,92,178,176,125,1
224,98,92,122,220,125,2
292,109,71,133,176,125,2
336,134,141,155,240,140,2
257,101,150,127,312,112,2
336,101,162,133,192,112,2
283,101,162,133,312,182,2
283,112,162,137,192,182,2
257,112,162,137,312,140,2
257,134,150,165,240,112,2
257,112,141,140,240,182,2
283,134,162,193,240,182,2
326,122,131,140,260,96,2
326,122,117,178,338,156,2
326,110,106,165,338,120,2
249,110,106,165,208,156,2
275,122,106,150,338,96,2
275,110,117,133,208,120,2
275,146,106,165,208,96,2
326,146,117,178,208,156,2
275,122,117,178,260,120,2
293,109,132,122,210,120,2
293,109,122,150,273,195,2
293,98,114,140,273,150,2
230,98,114,140,168,195,2
251,109,114,133,273,120,2
251,98,122,112,168,150,3
251,131,114,140,168,120,2
293,131,122,150,168,195,3
251,109,122,150,210,150,2
263,126,109,127,240,140,2
200,94,115,105,312,112,2
263,94,123,109,192,112,3
221,94,123,109,312,182,2
221,105,123,112,192,182,2
200,105,123,112,312,140,2
200,126,115,137,240,112,2
200,105,109,118,240,182,2
221,126,123,155,240,182,2
200,113,92,127,208,120,2
180,113,86,122,208,156,2
240,113,100,150,208,96,3
180,94,92,133,128,96,3
240,85,92,99,160,156,2
200,85,86,118,160,96,2
180,113,100,150,128,120,3
180,85,100,105,160,120,2
240,94,86,112,128,120,2
216,116,68,122,180,120,2
165,87,74,99,234,96,2
216,87,82,109,144,96,3
182,87,82,109,234,156,2
182,97,82,109,144,156,3
165,97,82,109,234,120,2
165,116,74,133,180,96,2
165,97,68,112,180,156,2
182,116,82,150,180,156,2
89,53,34,65,104,45,2
82,53,31,60,104,58,2
103,53,38,76,104,36,3
82,44,34,68,64,36,3
103,40,34,46,80,58,2
89,40,31,60,80,36,3
82,53,38,76,64,45,3
82,40,38,50,80,45,2
103,44,31,56,64,45,3
157,89,102,90,156,85,2
142,89,99,88,156,110,2
186,89,106,99,156,68,2
142,74,102,88,96,68,2
186,67,102,74,120,110,2
157,67,99,84,120,68,2
142,89,106,99,96,85,2
142,67,106,76,120,85,2
186,74,99,81,96,85,2
314,126,160,133,190,115,2
246,94,166,109,247,92,2
314,94,174,112,152,92,3
269,94,174,112,247,149,2
269,105,174,118,152,149,3
246,105,174,118,247,115,2
246,126,166,140,190,92,2
246,105,160,122,190,149,2
269,126,174,161,190,149,2
236,105,81,118,210,120,2
236,105,71,146,273,195,2
236,94,63,133,273,150,2
182,94,63,133,168,195,2
200,105,63,122,273,120,2
200,94,71,109,168,150,2
200,126,63,133,168,120,2
236,126,71,140,168,195,2
200,105,71,146,210,150,2
236,126,63,133,210,165,2
182,94,71,109,273,132,2
236,94,81,112,168,132,2
200,94,81,112,273,214,2
200,105,81,118,168,214,2
182,105,81,118,273,165,2
182,126,71,140,210,132,2
182,105,63,122,210,214,2
200,126,81,168,210,214,2
203,110,95,127,234,110,2
185,110,89,122,234,143,2
240,110,103,146,234,88,2
185,92,95,127,144,88,3
240,83,95,97,180,143,2
203,83,89,118,180,88,2
185,110,103,146,144,110,3
185,83,103,105,180,110,2
240,92,89,112,144,110,2
245,110,99,118,160,110,2
191,83,105,97,208,88,1
245,83,113,105,128,88,3
209,83,113,105,208,143,1
209,92,113,105,128,143,2
191,92,113,105,208,110,1
191,110,105,127,160,88,1
191,92,99,109,160,143,2
209,110,113,146,160,143,1
152,85,76,88,120,75,2
116,64,79,74,156,60,2
152,64,83,76,96,60,3
128,64,83,76,156,97,2
128,71,83,78,96,97,3
116,71,83,78,156,75,2
116,85,79,92,120,60,2
116,71,76,81,120,97,2
128,85,83,105,120,97,2
146,68,55,76,120,64,2
146,68,49,90,156,104,2
146,61,44,84,156,80,3
114,61,44,84,96,104,1
125,68,44,78,156,64,1
125,61,49,71,96,80,2
125,82,44,84,96,64,3
146,82,49,90,96,104,3
125,68,49,90,120,80,3
194,116,86,133,234,115,2
175,116,80,127,234,149,2
233,116,94,150,234,92,2
175,97,86,133,144,92,2
233,87,86,99,180,149,2
194,87,80,122,180,92,2
175,116,94,150,144,115,2
175,87,94,109,180,115,2
233,97,80,112,144,115,2
292,131,71,140,220,125,3
224,98,80,112,286,100,2
292,98,92,122,176,100,3
247,98,92,122,286,162,2
247,109,92,122,176,162,3
224,109,92,122,286,125,2
224,131,80,150,220,100,3
224,109,71,133,220,162,2
247,131,92,178,220,162,3
292,131,71,140,200,135,2
224,98,80,112,260,108,2
292,98,92,122,160,108,2
247,98,92,122,260,175,2
247,109,92,122,160,175,2
224,109,92,122,260,135,2
224,131,80,150,200,108,2
224,109,71,133,200,175,2
247,131,92,178,200,175,2
231,101,120,105,170,120,2
186,76,125,84,221,96,2
231,76,131,88,136,96,2
201,76,131,88,221,156,2
201,84,131,90,136,156,3
186,84,131,90,221,120,2
186,101,125,109,170,96,2
186,84,120,94,170,156,2
201,101,131,122,170,156,1
178,106,70,122,208,105,2
161,106,64,112,208,136,2
212,106,78,140,208,84,2
161,88,70,122,128,84,2
212,79,70,92,160,136,2
178,79,64,112,160,84,2
161,106,78,140,128,105,2
161,79,78,97,160,105,2
212,88,64,109,128,105,2
162,89,107,90,182,85,2
147,89,104,88,182,110,2
192,89,111,99,182,68,2
147,74,107,88,112,68,1
192,67,107,74,140,110,2
162,67,104,81,140,68,1
147,89,111,99,112,85,1
147,67,111,76,140,85,1
192,74,104,81,112,85,2
238,110,81,118,170,105,2
181,83,87,94,221,84,2
238,83,95,99,136,84,2
200,83,95,99,221,136,2
200,92,95,105,136,136,2
181,92,95,105,221,105,2
181,110,87,122,170,84,2
181,92,81,109,170,136,2
200,110,95,146,170,136,2
195,97,77,112,140,95,2
151,73,83,90,182,76,2
195,73,91,94,112,76,3
166,73,91,94,182,123,2
166,81,91,97,112,123,2
151,81,91,97,182,95,2
151,97,83,118,140,76,3
151,81,77,105,140,123,2
166,97,91,137,140,123,3
196,76,133,92,140,68,2
196,76,129,109,182,110,2
196,68,126,99,182,85,2
147,68,126,99,112,110,1
163,76,126,97,182,68,2
163,68,129,88,112,85,3
163,91,126,109,112,68,3
196,91,129,109,112,110,3
163,76,129,109,140,85,2
193,106,50,112,170,120,2
150,79,56,90,221,96,2
193,79,64,97,136,96,3
164,79,64,97,221,156,2
164,88,64,97,136,156,2
150,88,64,97,221,120,2
150,106,56,118,170,96,2
150,88,50,105,170,156,2
164,106,64,140,170,156,2
106,72,34,78,90,60,3
85,54,37,65,117,48,2
106,54,41,68,72,48,3
92,54,41,68,117,78,1
92,60,41,71,72,78,2
85,60,41,71,117,60,1
85,72,37,84,90,48,2
85,60,34,74,90,78,2
92,72,41,94,90,78,1
168,94,113,105,143,80,3
151,94,110,97,143,104,2
202,94,117,112,143,64,3
151,78,113,99,88,64,3
202,70,113,81,110,104,3
168,70,110,92,110,64,3
151,94,117,112,88,80,3
151,70,117,84,110,80,3
202,78,110,90,88,80,3
283,126,93,146,210,135,3
217,94,102,118,273,108,2
283,94,114,122,168,108,3
239,94,114,122,273,175,2
239,105,114,127,168,175,3
217,105,114,127,273,135,1
217,126,102,155,210,108,2
217,105,93,133,210,175,2
239,126,114,178,210,175,1
130,68,59,76,110,68,2
130,68,55,88,143,110,2
130,61,52,84,143,85,2
100,61,52,84,88,110,2
110,68,52,78,143,68,2
110,61,55,71,88,85,2
110,82,52,84,88,68,2
130,82,55,88,88,110,2
110,68,55,88,110,85,2
177,78,112,84,140,80,3
177,78,108,97,182,130,2
177,70,105,92,182,100,2
138,70,105,92,112,130,1
151,78,105,88,182,80,2
151,70,108,78,112,100,3
151,94,105,94,112,80,3
177,94,108,99,112,130,2
151,78,108,97,140,100,2
92,72,37,84,104,50,2
85,72,34,78,104,65,2
106,72,41,94,104,40,3
85,60,37,84,64,40,3
106,54,37,65,80,65,2
92,54,34,78,80,40,2
85,72,41,94,64,50,3
85,54,41,68,80,50,2
106,60,34,74,64,50,2
253,110,165,112,150,90,2
190,83,168,92,195,72,2
253,83,172,94,120,72,2
211,83,172,94,195,117,2
211,92,172,99,120,117,2
190,92,172,99,195,90,2
190,110,168,118,150,72,3
190,92,165,105,150,117,2
211,110,172,127,150,117,2
236,105,81,118,190,112,2
236,105,71,146,247,182,2
236,94,63,133,247,140,2
182,94,63,133,152,182,2
200,105,63,122,247,112,2
200,94,71,109,152,140,2
200,126,63,133,152,112,2
236,126,71,140,152,182,2
200,105,71,146,190,140,2
236,126,63,137,200,115,2
182,94,71,109,260,92,2
236,94,81,118,160,92,3
200,94,81,118,260,149,2
200,105,81,118,160,149,2
182,105,81,118,260,115,2
182,126,71,146,200,92,3
182,105,63,127,200,149,2
200,126,81,168,200,149,2
170,68,91,76,90,40,2
170,68,87,88,117,65,2
170,61,84,84,117,50,3
128,61,84,84,72,65,3
142,68,84,78,117,40,3
142,61,87,71,72,50,2
142,82,84,84,72,40,3
170,82,87,88,72,65,3
142,68,87,88,90,50,3
233,90,151,97,170,80,2
233,90,147,109,221,130,2
233,81,144,105,221,100,2
187,81,144,105,136,130,1
202,90,144,99,221,80,2
202,81,147,90,136,100,2
202,108,144,109,136,80,2
233,108,147,112,136,130,2
202,90,147,109,170,100,2
237,110,91,118,160,95,2
183,83,97,94,208,76,2
237,83,105,99,128,76,3
201,83,105,99,208,123,2
201,92,105,105,128,123,3
183,92,105,105,208,95,2
183,110,97,122,160,76,2
183,92,91,109,160,123,2
201,110,105,140,160,123,2
206,92,73,105,200,88,2
206,92,65,127,260,143,2
206,83,59,118,260,110,2
157,83,59,118,160,143,2
173,92,59,109,260,88,2
173,83,65,97,160,110,2
173,110,59,118,160,88,2
206,110,65,127,160,143,2
173,92,65,127,200,110,2
277,99,141,109,200,88,2
277,99,133,133,260,143,2
277,89,127,122,260,110,2
217,89,127,122,160,143,3
237,99,127,118,260,88,2
237,89,133,105,160,110,3
237,119,127,127,160,88,3
277,119,133,133,160,143,3
237,99,133,133,200,110,2
185,101,101,105,180,105,2
141,76,104,84,234,84,2
185,76,108,88,144,84,2
156,76,108,88,234,136,2
156,84,108,90,144,136,2
141,84,108,90,234,105,2
141,101,104,109,180,84,2
141,84,101,94,180,136,2
156,101,108,118,180,136,2
288,112,123,127,220,124,2
288,112,113,155,286,201,2
288,101,105,140,286,155,2
219,101,105,140,176,201,2
242,112,105,137,286,124,2
242,101,113,118,176,155,3
242,134,105,146,176,124,3
288,134,113,155,176,201,2
242,112,113,155,220,155,2
240,108,83,118,160,105,2
183,81,89,94,208,84,2
240,81,97,99,128,84,3
202,81,97,99,208,136,2
202,90,97,105,128,136,3
183,90,97,105,208,105,2
183,108,89,122,160,84,3
183,90,83,109,160,136,2
202,108,97,140,160,136,2
299,134,140,140,210,135,2
231,101,146,112,273,108,2
299,101,154,118,168,108,2
254,101,154,118,273,175,2
254,112,154,122,168,175,2
231,112,154,122,273,135,2
231,134,146,146,210,108,2
231,112,140,127,210,175,2
254,134,154,168,210,175,2
163,78,83,78,100,60,2
130,58,86,65,130,48,2
163,58,90,68,80,48,3
141,58,90,68,130,78,2
141,65,90,68,80,78,2
130,65,90,68,130,60,2
130,78,86,81,100,48,2
130,65,83,71,100,78,3
141,78,90,90,100,78,3
336,122,109,140,270,136,2
336,122,95,178,351,221,2
336,110,84,165,351,170,2
257,110,84,165,216,221,3
283,122,84,150,351,136,2
283,110,95,133,216,170,3
283,146,84,165,216,136,3
336,146,95,174,216,221,3
283,122,95,178,270,170,2
196,110,88,127,208,135,3
177,110,82,118,208,175,2
233,110,96,146,208,108,3
177,92,88,127,128,108,3
233,83,88,97,160,175,3
196,83,82,118,160,108,3
177,110,96,146,128,135,3
177,83,96,105,160,135,3
233,92,82,109,128,135,3
114,65,46,71,90,44,2
114,65,42,84,117,71,2
114,58,39,81,117,55,2
88,58,39,81,72,71,2
97,65,39,76,117,44,2
97,58,42,68,72,55,2
97,78,39,81,72,44,2
114,78,42,84,72,71,2
97,65,42,84,90,55,2
147,71,73,78,90,44,3
147,71,69,90,117,71,2
147,64,66,84,117,55,2
113,64,66,84,72,71,3
124,71,66,81,117,44,2
124,64,69,74,72,55,3
124,85,66,88,72,44,3
147,85,69,90,72,71,3
124,71,69,90,90,55,3
180,78,99,84,110,56,3
180,78,95,99,143,91,2
180,70,92,92,143,70,2
135,70,92,92,88,91,2
150,78,92,88,143,56,2
150,70,95,81,88,70,2
150,94,92,94,88,56,3
180,94,95,99,88,91,2
150,78,95,99,110,70,2
209,81,127,84,190,92,2
209,81,123,92,247,149,2
209,73,120,88,247,115,2
159,73,120,88,152,149,2
176,81,120,88,247,92,2
176,73,123,81,152,115,2
176,97,120,97,152,92,2
209,97,123,99,152,149,2
176,81,123,92,190,115,2
162,94,86,105,195,115,2
148,94,81,97,195,149,2
191,94,92,112,195,92,2
148,78,86,99,120,92,3
191,70,86,81,150,149,2
162,70,81,92,150,92,2
148,94,92,112,120,115,3
148,70,92,84,150,115,2
191,78,81,90,120,115,2
229,76,126,84,150,80,2
229,76,120,99,195,130,2
229,68,115,92,195,100,3
180,68,115,92,120,130,3
196,76,115,88,195,80,2
196,68,120,78,120,100,3
196,91,115,94,120,80,3
229,91,120,99,120,130,3
196,76,120,99,150,100,2
159,94,116,99,208,80,3
147,94,113,97,208,104,3
183,94,120,112,208,64,3
147,78,116,99,128,64,3
183,70,116,81,160,104,3
159,70,113,92,160,64,3
147,94,120,112,128,80,3
147,70,120,84,160,80,3
183,78,113,88,128,80,3
207,126,103,137,247,140,2
186,126,97,133,247,182,2
248,126,111,161,247,112,2
186,105,103,137,152,112,2
248,94,103,105,190,182,2
207,94,97,127,190,112,2
186,126,111,161,152,140,2
186,94,111,112,190,140,2
248,105,97,118,152,140,2
315,94,167,109,170,88,3
315,94,159,127,221,143,2
315,85,153,118,221,110,2
237,85,153,118,136,143,3
263,94,153,112,221,88,2
263,85,159,97,136,110,2
263,113,153,122,136,88,3
315,113,159,127,136,143,3
263,94,159,127,170,110,3
231,97,95,109,180,92,2
231,97,87,133,234,149,2
231,87,81,122,234,115,2
177,87,81,122,144,149,3
195,97,81,112,234,92,2
195,87,87,99,144,115,3
195,116,81,122,144,92,3
231,116,87,133,144,149,3
195,97,87,133,180,115,2
247,131,80,150,338,120,2
224,131,71,140,338,156,2
292,131,92,178,338,96,3
224,109,80,155,208,96,3
